,ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Facing,Availability_Status
228221,228222,Karnataka,Bangalore,South-East,Villa,5,2677,178.82,0.07,2004,Semi-furnished,2,2,21,4,10,West,Under_Construction
228246,228247,Karnataka,Bangalore,South-West,Independent House,1,2843,490.41,0.17,1995,Furnished,3,8,30,4,1,North,Ready_to_Move
228434,228435,Karnataka,Bangalore,East,Apartment,5,3928,21.72,0.01,2001,Semi-furnished,4,30,24,1,6,West,Ready_to_Move
228478,228479,Karnataka,Bangalore,Central,Apartment,4,1871,180.86,0.1,2017,Semi-furnished,28,8,8,2,9,West,Ready_to_Move
228497,228498,Karnataka,Bangalore,Central,Villa,3,4422,266.63,0.06,2009,Furnished,26,21,16,8,10,East,Under_Construction
228535,228536,Karnataka,Bangalore,South,Apartment,1,2131,405.73,0.19,2002,Semi-furnished,13,21,23,5,6,South,Ready_to_Move
228655,228656,Karnataka,Bangalore,South-West,Independent House,3,2184,467.5,0.21,1992,Semi-furnished,15,27,33,5,4,South,Under_Construction
228722,228723,Karnataka,Bangalore,West,Independent House,4,2609,147.58,0.06,1991,Semi-furnished,29,11,34,7,3,West,Ready_to_Move
228833,228834,Karnataka,Bangalore,South-West,Apartment,1,4788,477.06,0.1,2017,Unfurnished,10,10,8,2,7,South,Ready_to_Move
228837,228838,Karnataka,Bangalore,South-West,Apartment,2,4229,489.63,0.12,1993,Furnished,7,15,32,3,8,North,Under_Construction
228872,228873,Karnataka,Bangalore,East,Apartment,4,1085,470.82,0.43,1998,Semi-furnished,13,12,27,7,5,East,Under_Construction
228918,228919,Karnataka,Bangalore,South-East,Apartment,1,3335,347.31,0.1,2001,Semi-furnished,20,13,24,3,5,South,Ready_to_Move
228943,228944,Karnataka,Bangalore,Central,Apartment,2,2163,158.74,0.07,2005,Furnished,11,11,20,6,5,South,Ready_to_Move
229001,229002,Karnataka,Bangalore,North,Villa,5,1420,86.69,0.06,2000,Furnished,23,28,25,3,2,West,Ready_to_Move
229004,229005,Karnataka,Bangalore,North,Independent House,5,3178,453.32,0.14,1996,Semi-furnished,10,15,29,3,4,North,Ready_to_Move
229010,229011,Karnataka,Bangalore,South-East,Villa,5,3877,80.51,0.02,2003,Unfurnished,18,24,22,10,7,West,Under_Construction
229039,229040,Karnataka,Bangalore,South-East,Villa,3,4481,493.96,0.11,2011,Unfurnished,19,23,14,7,4,East,Ready_to_Move
229072,229073,Karnataka,Bangalore,South,Independent House,5,4366,41.61,0.01,1996,Furnished,21,19,29,9,1,North,Under_Construction
229078,229079,Karnataka,Bangalore,South-East,Apartment,2,4604,94.8,0.02,2008,Semi-furnished,1,15,17,4,3,East,Ready_to_Move
229093,229094,Karnataka,Bangalore,South-West,Villa,2,3241,186.03,0.06,2008,Unfurnished,12,27,17,10,5,South,Under_Construction
229136,229137,Karnataka,Bangalore,Central,Villa,4,4254,381.96,0.09,2014,Unfurnished,11,8,11,1,10,South,Ready_to_Move
229186,229187,Karnataka,Bangalore,Central,Villa,3,2185,74.04,0.03,2018,Furnished,7,21,7,4,5,East,Under_Construction
229233,229234,Karnataka,Bangalore,South-West,Apartment,4,2915,316.3,0.11,2012,Unfurnished,17,27,13,6,7,North,Under_Construction
229333,229334,Karnataka,Bangalore,South-West,Independent House,4,3582,281.83,0.08,2013,Unfurnished,22,19,12,5,5,South,Under_Construction
229440,229441,Karnataka,Bangalore,East,Apartment,2,1930,150.75,0.08,1991,Unfurnished,6,14,34,2,8,West,Under_Construction
229454,229455,Karnataka,Bangalore,North-East,Apartment,5,778,167.68,0.22,2016,Semi-furnished,27,9,9,2,10,North,Under_Construction
229486,229487,Karnataka,Bangalore,South,Villa,3,3391,314.67,0.09,2007,Semi-furnished,10,11,18,9,4,South,Under_Construction
229503,229504,Karnataka,Bangalore,South,Apartment,5,3444,396.04,0.11,2001,Semi-furnished,23,6,24,2,5,West,Under_Construction
229555,229556,Karnataka,Bangalore,North,Villa,3,2632,151.67,0.06,2018,Unfurnished,3,4,7,9,4,West,Ready_to_Move
229627,229628,Karnataka,Bangalore,North-East,Independent House,2,2860,101.33,0.04,1991,Furnished,9,11,34,5,5,East,Ready_to_Move
229696,229697,Karnataka,Bangalore,West,Villa,3,3087,212.36,0.07,2006,Unfurnished,18,11,19,7,6,East,Ready_to_Move
229709,229710,Karnataka,Bangalore,North,Villa,5,3093,205.15,0.07,2023,Furnished,13,18,2,6,3,East,Ready_to_Move
229746,229747,Karnataka,Bangalore,South,Apartment,1,3375,246.05,0.07,2011,Unfurnished,23,7,14,4,4,North,Under_Construction
229788,229789,Karnataka,Bangalore,East,Villa,2,1660,351.13,0.21,1997,Unfurnished,18,17,28,10,9,North,Ready_to_Move
229851,229852,Karnataka,Bangalore,North,Independent House,5,4526,161.78,0.04,2007,Semi-furnished,19,3,18,5,6,North,Under_Construction
229873,229874,Karnataka,Bangalore,Central,Apartment,2,4874,109.33,0.02,2021,Unfurnished,13,13,4,4,10,North,Ready_to_Move
229906,229907,Karnataka,Bangalore,West,Apartment,5,4989,312.79,0.06,2011,Unfurnished,15,11,14,3,2,South,Ready_to_Move
229920,229921,Karnataka,Bangalore,North-East,Apartment,4,4512,369.29,0.08,1998,Semi-furnished,14,20,27,7,10,North,Under_Construction
229967,229968,Karnataka,Bangalore,East,Villa,3,4639,116.6,0.03,1990,Furnished,24,7,35,3,4,North,Under_Construction
230154,230155,Karnataka,Bangalore,South-East,Villa,1,4639,428.86,0.09,2003,Furnished,27,14,22,10,6,South,Under_Construction
230210,230211,Karnataka,Bangalore,North-East,Independent House,3,4079,392.81,0.1,1997,Unfurnished,29,25,28,9,4,West,Ready_to_Move
230264,230265,Karnataka,Bangalore,West,Villa,1,1348,275.14,0.2,2006,Furnished,8,28,19,2,3,North,Under_Construction
230319,230320,Karnataka,Bangalore,North,Villa,5,861,308.2,0.36,1997,Semi-furnished,11,12,28,8,6,West,Under_Construction
230342,230343,Karnataka,Bangalore,South-East,Independent House,1,1213,79.23,0.07,1998,Unfurnished,27,24,27,1,2,West,Ready_to_Move
230414,230415,Karnataka,Bangalore,West,Villa,1,1618,495.02,0.31,2003,Unfurnished,22,25,22,8,7,South,Under_Construction
230444,230445,Karnataka,Bangalore,South,Independent House,1,1747,478.34,0.27,2000,Semi-furnished,28,26,25,7,10,East,Under_Construction
230663,230664,Karnataka,Bangalore,South,Villa,5,4952,339.49,0.07,2015,Unfurnished,19,11,10,3,3,West,Under_Construction
230681,230682,Karnataka,Bangalore,West,Villa,4,2652,46.9,0.02,2021,Furnished,12,27,4,5,8,South,Under_Construction
230702,230703,Karnataka,Bangalore,South-East,Villa,3,2117,141.74,0.07,2019,Furnished,21,7,6,3,1,East,Under_Construction
230870,230871,Karnataka,Bangalore,South-East,Apartment,4,2464,464.46,0.19,2007,Semi-furnished,4,16,18,8,10,East,Ready_to_Move
230872,230873,Karnataka,Bangalore,North-East,Villa,1,3241,400.35,0.12,2012,Unfurnished,28,10,13,3,10,North,Under_Construction
230936,230937,Karnataka,Bangalore,South,Villa,1,2767,441.2,0.16,2018,Furnished,22,23,7,10,4,West,Under_Construction
230970,230971,Karnataka,Bangalore,North,Villa,3,2772,460.81,0.17,2023,Semi-furnished,16,30,2,1,5,East,Under_Construction
231012,231013,Karnataka,Bangalore,East,Villa,2,4240,127.9,0.03,2000,Furnished,10,21,25,8,10,West,Under_Construction
231042,231043,Karnataka,Bangalore,North-East,Independent House,2,2343,87.49,0.04,2004,Semi-furnished,9,13,21,4,4,East,Ready_to_Move
231088,231089,Karnataka,Bangalore,North,Villa,3,2627,54.96,0.02,2009,Semi-furnished,24,22,16,9,7,West,Ready_to_Move
231131,231132,Karnataka,Bangalore,North,Apartment,2,3192,160.31,0.05,2008,Semi-furnished,13,17,17,7,3,North,Ready_to_Move
231155,231156,Karnataka,Bangalore,North,Apartment,5,1115,430.05,0.39,2007,Semi-furnished,14,28,18,10,6,West,Under_Construction
231300,231301,Karnataka,Bangalore,East,Independent House,5,2486,335.48,0.13,2008,Unfurnished,5,23,17,10,6,North,Under_Construction
231368,231369,Karnataka,Bangalore,North-East,Apartment,4,1445,92.69,0.06,1993,Furnished,6,8,32,9,9,South,Ready_to_Move
231422,231423,Karnataka,Bangalore,West,Independent House,5,4240,83.23,0.02,1992,Semi-furnished,3,2,33,4,5,East,Under_Construction
231471,231472,Karnataka,Bangalore,South,Independent House,1,4525,99.68,0.02,2020,Semi-furnished,25,14,5,4,9,West,Ready_to_Move
231498,231499,Karnataka,Bangalore,West,Apartment,1,1641,129.61,0.08,2014,Furnished,9,25,11,4,1,East,Ready_to_Move
231540,231541,Karnataka,Bangalore,West,Apartment,3,1055,387.58,0.37,1997,Semi-furnished,27,26,28,10,5,East,Ready_to_Move
231560,231561,Karnataka,Bangalore,Central,Independent House,3,767,148.77,0.19,2012,Furnished,1,11,13,6,7,South,Ready_to_Move
231716,231717,Karnataka,Bangalore,North,Villa,1,895,342.7,0.38,1997,Semi-furnished,8,10,28,3,4,North,Under_Construction
231733,231734,Karnataka,Bangalore,North-East,Apartment,4,1806,388.44,0.22,2016,Unfurnished,13,19,9,1,5,South,Ready_to_Move
231791,231792,Karnataka,Bangalore,South-East,Independent House,2,3199,448.61,0.14,2007,Semi-furnished,28,21,18,8,8,North,Under_Construction
231808,231809,Karnataka,Bangalore,East,Independent House,4,3229,305.63,0.09,2004,Unfurnished,2,15,21,2,8,West,Under_Construction
231854,231855,Karnataka,Bangalore,East,Villa,5,2234,220.18,0.1,2010,Semi-furnished,21,23,15,6,7,South,Under_Construction
231922,231923,Karnataka,Bangalore,East,Independent House,4,4616,241.25,0.05,2020,Furnished,7,16,5,4,6,North,Ready_to_Move
231982,231983,Karnataka,Bangalore,West,Independent House,4,1325,268.67,0.2,1994,Semi-furnished,29,13,31,10,3,West,Under_Construction
232076,232077,Karnataka,Bangalore,South,Independent House,5,4921,457.94,0.09,2002,Semi-furnished,4,4,23,6,8,South,Ready_to_Move
232131,232132,Karnataka,Bangalore,East,Apartment,1,731,191.06,0.26,2014,Semi-furnished,1,24,11,1,4,South,Under_Construction
232228,232229,Karnataka,Bangalore,South-West,Villa,1,4121,307.79,0.07,1990,Semi-furnished,20,7,35,6,10,West,Under_Construction
232245,232246,Karnataka,Bangalore,North,Villa,3,2850,396.74,0.14,1998,Semi-furnished,6,9,27,3,4,North,Under_Construction
232269,232270,Karnataka,Bangalore,North,Villa,5,1849,77.19,0.04,2013,Furnished,7,2,12,4,2,South,Under_Construction
232315,232316,Karnataka,Bangalore,Central,Apartment,4,4336,251.45,0.06,1999,Semi-furnished,29,6,26,1,9,East,Under_Construction
232320,232321,Karnataka,Bangalore,Central,Independent House,5,3311,65.68,0.02,2016,Furnished,27,13,9,1,10,East,Under_Construction
232364,232365,Karnataka,Bangalore,West,Villa,2,4265,282.82,0.07,2022,Furnished,19,17,3,4,4,West,Ready_to_Move
232396,232397,Karnataka,Bangalore,East,Apartment,4,2700,350.13,0.13,1996,Furnished,2,25,29,8,7,East,Ready_to_Move
232510,232511,Karnataka,Bangalore,West,Apartment,2,1336,135.43,0.1,2000,Furnished,2,22,25,8,10,South,Under_Construction
232539,232540,Karnataka,Bangalore,East,Villa,4,4792,329.77,0.07,2002,Furnished,29,1,23,9,10,East,Under_Construction
232576,232577,Karnataka,Bangalore,South,Villa,5,4242,476.0,0.11,1998,Unfurnished,15,30,27,7,7,North,Ready_to_Move
232660,232661,Karnataka,Bangalore,East,Apartment,1,4728,128.16,0.03,2001,Semi-furnished,24,28,24,7,1,East,Ready_to_Move
232694,232695,Karnataka,Bangalore,East,Apartment,3,3021,127.91,0.04,1998,Semi-furnished,23,4,27,9,10,South,Ready_to_Move
232733,232734,Karnataka,Bangalore,East,Apartment,1,1288,214.22,0.17,2018,Semi-furnished,24,3,7,3,5,North,Under_Construction
232908,232909,Karnataka,Bangalore,North,Villa,5,2777,18.89,0.01,1995,Unfurnished,7,18,30,5,9,East,Ready_to_Move
232988,232989,Karnataka,Bangalore,Central,Independent House,3,3818,48.63,0.01,2012,Semi-furnished,9,16,13,10,10,East,Under_Construction
233007,233008,Karnataka,Bangalore,East,Villa,4,2925,319.95,0.11,2010,Furnished,25,27,15,5,3,North,Under_Construction
233035,233036,Karnataka,Bangalore,North,Apartment,5,2222,41.07,0.02,2014,Unfurnished,19,3,11,9,3,West,Under_Construction
233066,233067,Karnataka,Bangalore,East,Apartment,4,1785,206.7,0.12,2015,Unfurnished,12,17,10,2,3,South,Ready_to_Move
233120,233121,Karnataka,Bangalore,North,Apartment,5,3105,495.93,0.16,2022,Semi-furnished,6,10,3,6,1,West,Ready_to_Move
233194,233195,Karnataka,Bangalore,East,Villa,4,4007,179.51,0.04,1997,Semi-furnished,30,23,28,6,6,West,Under_Construction
233298,233299,Karnataka,Bangalore,South-East,Villa,4,1551,315.86,0.2,2009,Unfurnished,22,17,16,2,6,North,Ready_to_Move
233337,233338,Karnataka,Bangalore,West,Independent House,5,3590,43.97,0.01,1996,Unfurnished,24,25,29,10,8,North,Ready_to_Move
233361,233362,Karnataka,Bangalore,Central,Apartment,2,1660,206.84,0.12,2004,Unfurnished,8,6,21,10,9,North,Ready_to_Move
233379,233380,Karnataka,Bangalore,West,Villa,2,2236,197.33,0.09,2003,Furnished,6,5,22,8,1,East,Ready_to_Move
233380,233381,Karnataka,Bangalore,Central,Independent House,5,3976,364.19,0.09,2009,Unfurnished,5,19,16,4,9,East,Under_Construction
233518,233519,Karnataka,Bangalore,West,Villa,3,4914,39.0,0.01,1998,Unfurnished,17,22,27,2,8,South,Ready_to_Move
233575,233576,Karnataka,Bangalore,West,Independent House,1,3605,119.95,0.03,2000,Furnished,3,1,25,9,6,East,Ready_to_Move
233641,233642,Karnataka,Bangalore,South,Independent House,1,1262,347.37,0.28,2001,Semi-furnished,15,14,24,4,5,South,Ready_to_Move
233652,233653,Karnataka,Bangalore,North,Apartment,1,3524,23.15,0.01,1999,Furnished,17,30,26,10,1,West,Under_Construction
233704,233705,Karnataka,Bangalore,South-East,Independent House,5,4044,21.28,0.01,2012,Unfurnished,9,5,13,10,1,South,Under_Construction
233819,233820,Karnataka,Bangalore,East,Independent House,1,1827,146.45,0.08,1995,Unfurnished,12,30,30,9,2,East,Ready_to_Move
233822,233823,Karnataka,Bangalore,North,Independent House,2,2838,401.0,0.14,2013,Furnished,8,30,12,3,5,West,Under_Construction
233869,233870,Karnataka,Bangalore,East,Villa,2,2419,171.9,0.07,2007,Furnished,0,17,18,9,8,West,Under_Construction
233982,233983,Karnataka,Bangalore,North,Independent House,3,2096,481.42,0.23,2009,Semi-furnished,22,10,16,1,3,South,Ready_to_Move
234049,234050,Karnataka,Bangalore,North-East,Independent House,4,4916,484.35,0.1,2020,Semi-furnished,17,20,5,6,2,East,Ready_to_Move
234076,234077,Karnataka,Bangalore,South-East,Independent House,1,3380,400.31,0.12,2008,Unfurnished,24,1,17,1,3,West,Ready_to_Move
234118,234119,Karnataka,Bangalore,South-East,Apartment,3,4145,389.16,0.09,1993,Furnished,1,27,32,7,3,North,Ready_to_Move
234178,234179,Karnataka,Bangalore,South-West,Independent House,5,3332,295.14,0.09,2015,Furnished,24,12,10,6,3,South,Under_Construction
234209,234210,Karnataka,Bangalore,West,Villa,3,2474,89.9,0.04,2008,Furnished,6,13,17,4,3,West,Under_Construction
234346,234347,Karnataka,Bangalore,South,Independent House,3,1566,110.28,0.07,2013,Furnished,8,4,12,9,8,East,Under_Construction
234448,234449,Karnataka,Bangalore,East,Villa,1,1191,79.03,0.07,1991,Semi-furnished,1,9,34,3,3,East,Under_Construction
234521,234522,Karnataka,Bangalore,South-West,Villa,2,3009,222.41,0.07,2017,Furnished,2,2,8,10,5,South,Ready_to_Move
234534,234535,Karnataka,Bangalore,North-East,Apartment,1,2566,407.36,0.16,2002,Unfurnished,19,3,23,5,9,South,Ready_to_Move
234606,234607,Karnataka,Bangalore,East,Independent House,4,1172,376.43,0.32,2011,Furnished,9,26,14,10,1,South,Under_Construction
234617,234618,Karnataka,Bangalore,North,Villa,1,2783,148.64,0.05,2015,Semi-furnished,28,8,10,4,1,West,Ready_to_Move
234626,234627,Karnataka,Bangalore,North-East,Apartment,4,1792,333.89,0.19,2007,Furnished,13,18,18,3,9,North,Under_Construction
234643,234644,Karnataka,Bangalore,North-East,Apartment,3,834,219.36,0.26,2000,Semi-furnished,26,19,25,4,3,East,Under_Construction
234797,234798,Karnataka,Bangalore,East,Villa,5,2960,66.25,0.02,2020,Semi-furnished,1,12,5,3,10,North,Under_Construction
234852,234853,Karnataka,Bangalore,Central,Apartment,4,568,499.56,0.88,2001,Semi-furnished,10,20,24,8,10,North,Ready_to_Move
234860,234861,Karnataka,Bangalore,South,Villa,5,1030,496.41,0.48,1995,Unfurnished,22,20,30,8,3,West,Ready_to_Move
235006,235007,Karnataka,Bangalore,South-East,Independent House,2,2070,436.9,0.21,2003,Furnished,0,17,22,10,6,West,Under_Construction
235027,235028,Karnataka,Bangalore,South-East,Villa,4,3088,393.39,0.13,2010,Semi-furnished,21,15,15,5,10,West,Under_Construction
235032,235033,Karnataka,Bangalore,North,Independent House,2,2952,457.79,0.16,2003,Furnished,18,14,22,4,5,South,Under_Construction
235059,235060,Karnataka,Bangalore,South-East,Apartment,2,4043,410.19,0.1,2013,Furnished,22,29,12,8,10,East,Under_Construction
235080,235081,Karnataka,Bangalore,West,Independent House,2,4744,11.37,0.0,2023,Furnished,30,11,2,3,2,North,Ready_to_Move
235104,235105,Karnataka,Bangalore,Central,Apartment,1,1484,402.16,0.27,2004,Furnished,18,13,21,10,10,West,Ready_to_Move
235126,235127,Karnataka,Bangalore,South,Independent House,5,1466,249.1,0.17,1993,Semi-furnished,10,23,32,6,6,North,Under_Construction
235273,235274,Karnataka,Bangalore,Central,Villa,5,3401,153.64,0.05,2016,Furnished,27,20,9,1,4,South,Ready_to_Move
235313,235314,Karnataka,Bangalore,South,Villa,3,2257,358.69,0.16,2016,Semi-furnished,22,23,9,4,6,North,Under_Construction
235383,235384,Karnataka,Bangalore,South-West,Independent House,3,1853,331.99,0.18,2011,Furnished,8,25,14,1,7,South,Under_Construction
235434,235435,Karnataka,Bangalore,North,Apartment,5,2410,387.16,0.16,1993,Furnished,21,22,32,5,1,East,Under_Construction
235476,235477,Karnataka,Bangalore,North,Villa,1,3528,351.03,0.1,1993,Unfurnished,24,21,32,3,6,East,Under_Construction
235546,235547,Karnataka,Bangalore,North,Villa,3,2133,31.38,0.01,2018,Semi-furnished,15,4,7,8,7,East,Under_Construction
235576,235577,Karnataka,Bangalore,Central,Villa,2,4908,139.25,0.03,2021,Unfurnished,18,25,4,1,3,South,Under_Construction
235616,235617,Karnataka,Bangalore,South-West,Independent House,1,2176,92.03,0.04,2007,Semi-furnished,10,9,18,1,7,South,Ready_to_Move
235743,235744,Karnataka,Bangalore,South-East,Villa,3,2144,268.6,0.13,2009,Semi-furnished,30,12,16,2,6,South,Ready_to_Move
235863,235864,Karnataka,Bangalore,West,Apartment,4,3127,285.58,0.09,2010,Semi-furnished,6,2,15,5,10,South,Under_Construction
235898,235899,Karnataka,Bangalore,Central,Independent House,1,3961,97.45,0.02,2006,Furnished,1,21,19,8,8,North,Ready_to_Move
236032,236033,Karnataka,Bangalore,South,Independent House,3,2203,474.97,0.22,2004,Furnished,16,3,21,8,8,South,Under_Construction
236116,236117,Karnataka,Bangalore,East,Villa,2,4284,411.02,0.1,2002,Furnished,18,28,23,9,1,East,Ready_to_Move
236198,236199,Karnataka,Bangalore,South,Independent House,1,674,171.42,0.25,2023,Semi-furnished,16,17,2,6,9,North,Ready_to_Move
236203,236204,Karnataka,Bangalore,South-West,Independent House,5,518,245.07,0.47,1992,Semi-furnished,25,14,33,9,3,East,Ready_to_Move
236267,236268,Karnataka,Bangalore,South-West,Independent House,5,4290,25.56,0.01,2005,Semi-furnished,8,25,20,5,5,West,Under_Construction
236270,236271,Karnataka,Bangalore,North,Villa,1,1119,267.86,0.24,2021,Semi-furnished,7,13,4,1,10,East,Ready_to_Move
236327,236328,Karnataka,Bangalore,South-West,Independent House,2,975,383.56,0.39,1990,Semi-furnished,7,27,35,8,4,East,Ready_to_Move
236334,236335,Karnataka,Bangalore,East,Villa,5,1550,356.16,0.23,2000,Semi-furnished,20,7,25,4,3,West,Under_Construction
236388,236389,Karnataka,Bangalore,South-West,Independent House,5,779,205.07,0.26,2016,Semi-furnished,1,28,9,9,3,East,Under_Construction
236414,236415,Karnataka,Bangalore,South,Apartment,1,931,416.2,0.45,2010,Furnished,8,21,15,7,6,North,Under_Construction
236431,236432,Karnataka,Bangalore,South,Villa,5,1164,341.17,0.29,2021,Furnished,30,7,4,1,5,North,Ready_to_Move
236433,236434,Karnataka,Bangalore,West,Independent House,4,2511,213.15,0.08,2013,Furnished,29,18,12,3,6,West,Under_Construction
236477,236478,Karnataka,Bangalore,South,Independent House,1,1532,351.74,0.23,1998,Furnished,23,16,27,9,3,West,Under_Construction
236513,236514,Karnataka,Bangalore,South-East,Villa,3,4748,292.71,0.06,2021,Semi-furnished,4,24,4,1,6,East,Ready_to_Move
236549,236550,Karnataka,Bangalore,North-East,Apartment,2,1868,132.6,0.07,2017,Furnished,16,22,8,9,6,West,Ready_to_Move
236577,236578,Karnataka,Bangalore,North,Apartment,4,2992,39.94,0.01,2020,Semi-furnished,0,9,5,7,5,East,Under_Construction
236610,236611,Karnataka,Bangalore,North,Apartment,2,981,56.18,0.06,2007,Semi-furnished,13,14,18,3,8,East,Under_Construction
236661,236662,Karnataka,Bangalore,Central,Villa,4,1384,159.27,0.12,2002,Furnished,19,20,23,5,1,West,Under_Construction
236772,236773,Karnataka,Bangalore,South-East,Villa,1,3054,319.1,0.1,2023,Semi-furnished,0,12,2,2,4,East,Ready_to_Move
236916,236917,Karnataka,Bangalore,South-West,Villa,4,1186,235.86,0.2,2009,Unfurnished,14,27,16,9,8,North,Under_Construction
237105,237106,Karnataka,Bangalore,North-East,Apartment,2,805,469.31,0.58,2016,Furnished,22,1,9,6,3,North,Ready_to_Move
237165,237166,Karnataka,Bangalore,East,Apartment,2,3745,93.28,0.02,2019,Unfurnished,28,16,6,2,7,North,Ready_to_Move
237168,237169,Karnataka,Bangalore,North-East,Villa,5,4426,139.59,0.03,1991,Semi-furnished,6,3,34,6,1,South,Ready_to_Move
237237,237238,Karnataka,Bangalore,South,Apartment,1,2499,155.35,0.06,2014,Furnished,6,6,11,7,5,South,Under_Construction
237326,237327,Karnataka,Bangalore,North,Independent House,1,2280,162.46,0.07,2010,Furnished,7,8,15,1,6,North,Under_Construction
237396,237397,Karnataka,Bangalore,South-East,Independent House,5,3030,78.99,0.03,1996,Semi-furnished,27,20,29,5,1,South,Under_Construction
237598,237599,Karnataka,Bangalore,East,Villa,4,4766,348.0,0.07,2015,Unfurnished,5,20,10,9,8,North,Under_Construction
237616,237617,Karnataka,Bangalore,South,Apartment,3,2366,264.05,0.11,2012,Semi-furnished,6,15,13,1,10,East,Under_Construction
237710,237711,Karnataka,Bangalore,North,Apartment,2,1950,397.11,0.2,2003,Furnished,20,19,22,7,5,West,Under_Construction
237735,237736,Karnataka,Bangalore,South,Villa,2,1820,103.46,0.06,2004,Unfurnished,5,19,21,10,4,North,Under_Construction
237743,237744,Karnataka,Bangalore,South-West,Villa,5,2733,138.14,0.05,2023,Unfurnished,30,23,2,2,10,West,Ready_to_Move
237752,237753,Karnataka,Bangalore,South,Apartment,2,1841,52.28,0.03,1990,Unfurnished,18,21,35,3,2,North,Under_Construction
237761,237762,Karnataka,Bangalore,Central,Apartment,1,1418,120.27,0.08,1997,Unfurnished,5,27,28,8,10,North,Under_Construction
237794,237795,Karnataka,Bangalore,South,Villa,1,3402,79.2,0.02,2017,Furnished,30,1,8,7,5,South,Under_Construction
237826,237827,Karnataka,Bangalore,Central,Independent House,3,1559,208.19,0.13,2017,Unfurnished,10,28,8,2,6,East,Ready_to_Move
237996,237997,Karnataka,Bangalore,South,Villa,1,2339,315.97,0.14,2000,Furnished,18,22,25,9,7,South,Under_Construction
238053,238054,Karnataka,Bangalore,North,Apartment,1,2669,89.3,0.03,2008,Furnished,25,4,17,7,9,North,Ready_to_Move
238073,238074,Karnataka,Bangalore,Central,Independent House,4,941,482.45,0.51,1997,Furnished,16,11,28,7,9,East,Under_Construction
238099,238100,Karnataka,Bangalore,South-East,Apartment,5,3772,430.88,0.11,1991,Furnished,5,29,34,2,5,North,Ready_to_Move
238128,238129,Karnataka,Bangalore,East,Independent House,4,2234,261.96,0.12,2006,Unfurnished,18,20,19,9,6,East,Ready_to_Move
238150,238151,Karnataka,Bangalore,South-West,Independent House,2,4566,459.21,0.1,2002,Furnished,5,15,23,4,10,West,Under_Construction
238160,238161,Karnataka,Bangalore,South,Independent House,4,1918,152.98,0.08,2023,Furnished,10,9,2,4,5,West,Ready_to_Move
238190,238191,Karnataka,Bangalore,South,Apartment,5,3456,55.8,0.02,2022,Furnished,15,15,3,1,1,North,Under_Construction
238195,238196,Karnataka,Bangalore,South-West,Apartment,2,1383,170.25,0.12,2001,Unfurnished,11,2,24,1,1,South,Ready_to_Move
238215,238216,Karnataka,Bangalore,North,Villa,5,1217,461.1,0.38,2001,Furnished,21,20,24,2,8,South,Under_Construction
238257,238258,Karnataka,Bangalore,East,Apartment,5,1458,16.45,0.01,2009,Semi-furnished,17,24,16,4,2,North,Under_Construction
238375,238376,Karnataka,Bangalore,East,Villa,5,790,410.53,0.52,2022,Semi-furnished,23,18,3,9,6,West,Ready_to_Move
238405,238406,Karnataka,Bangalore,North,Villa,3,4643,18.07,0.0,2004,Semi-furnished,14,29,21,5,10,South,Ready_to_Move
238456,238457,Karnataka,Bangalore,South-West,Villa,2,3754,480.68,0.13,2001,Unfurnished,18,30,24,9,1,North,Under_Construction
238463,238464,Karnataka,Bangalore,South-East,Villa,2,2118,229.92,0.11,2001,Semi-furnished,4,21,24,6,2,North,Ready_to_Move
238547,238548,Karnataka,Bangalore,Central,Apartment,3,4966,205.81,0.04,1990,Unfurnished,13,4,35,8,8,West,Ready_to_Move
238585,238586,Karnataka,Bangalore,North-East,Independent House,2,4841,65.78,0.01,1996,Unfurnished,10,21,29,7,2,East,Ready_to_Move
238606,238607,Karnataka,Bangalore,East,Independent House,2,1591,267.59,0.17,2008,Semi-furnished,23,12,17,3,7,South,Ready_to_Move
238702,238703,Karnataka,Bangalore,West,Independent House,5,1031,269.33,0.26,1992,Furnished,30,5,33,5,2,East,Under_Construction
238703,238704,Karnataka,Bangalore,East,Apartment,2,1937,124.91,0.06,2005,Semi-furnished,6,20,20,10,9,East,Under_Construction
238721,238722,Karnataka,Bangalore,South-West,Villa,1,3455,170.54,0.05,2010,Unfurnished,1,5,15,7,10,East,Ready_to_Move
238738,238739,Karnataka,Bangalore,South-East,Apartment,2,3611,171.7,0.05,2023,Furnished,1,22,2,9,1,East,Under_Construction
238851,238852,Karnataka,Bangalore,South-East,Villa,3,4808,317.56,0.07,1997,Semi-furnished,2,9,28,5,8,North,Ready_to_Move
238903,238904,Karnataka,Bangalore,East,Independent House,1,907,151.6,0.17,2017,Semi-furnished,26,3,8,2,10,South,Ready_to_Move
238969,238970,Karnataka,Bangalore,South-East,Independent House,1,2676,236.78,0.09,2017,Semi-furnished,7,3,8,1,3,South,Under_Construction
239046,239047,Karnataka,Bangalore,South-East,Apartment,3,3934,130.34,0.03,1996,Unfurnished,16,4,29,2,5,East,Ready_to_Move
239059,239060,Karnataka,Bangalore,South-East,Villa,2,651,496.23,0.76,2007,Semi-furnished,7,26,18,5,10,North,Under_Construction
